8309,5268
5550,7455
3845,1435
3670,8962
2330,0436
4388,0743
3321,7765
2705,1793
2584,852
2566,3872
1394,0496
2492,3751
2601,1523
1547,1599
1182,5538
920,5893
878,2299
1227,4993
2050,8642
1304,9169
942,1743
850,2702
1015,7855
922,1605
2379,0941
1135,5122
846,6218
1302,5074
2041,7853
1221,9779
1004,9027
921,9688
809,1841
844,4446
714,2538
1633,9689
1848,846
1584,436
1774,598
1534,4575
1825,6448
1692,2339
1714,4506
1636,6289
1587,5641
1487,8911
1617,9412
1797,7609
1709,9319
1653,259
