7008,3531
4311,9742
2747,955
3148,2277
1889,3379
2144,1629
2286,6069
1997,8457
2295,7542
1464,3308
1344,0075
2572,2001
2192,2992
1393,7715
952,5154
988,6332
872,0286
2352,1544
2224,6367
1052,1802
887,9425
850,5112
955,3484
816,4888
1544,1606
936,1445
848,1211
1050,2645
1500,7709
1083,8448
942,0163
772,676
854,9809
830,1125
1558,2457
1381,1891
1586,1573
1700,7028
1709,0588
1246,6001
1606,4232
1715,2047
1618,0301
1586,7712
1510,0754
1659,3631
1619,7226
1585,5343
1442,1824
1666,2479
