6145,9529
4331,55
3714,4225
3338,4762
4288,9085
4459,291
3347,4188
2256,4123
2590,8253
2912,6715
2252,9053
2361,5403
2263,301
2260,2681
2034,483
2178,4211
2039,65
2111,0468
1842,1979
2148,8444
1991,4417
2022,4746
1852,6331
1968,0896
1815,8065
2101,6143
1734,724
1997,0741
1960,0979
1944,5664
1845,1371
1280,419
1866,86
1464,3782
1825,7349
1881,8365
1779,8899
1697,5071
1856,652
1748,2359
1679,4382
1654,3841
992,7103
1228,9373
937,6378
1463,5414
1351,0159
1319,8372
1477,693
1378,0543
